hash,CS,FD,gamma_5,gamma_10,gamma_20,gamma_30,gamma_50
0b19e46a9e21125b0a0ed24f702b48bd98f42b1677b7a600b6fbe5d0be6fa27a,4096,128,61440,363008,709632,663040,711168
0b1d87d9a83b04179018c1830f0ed359b96fb89c5b3c70c46410173e32e5bc23,4096,248,177664,452096,470528,712704,704000
0b2144415e84a6abeb94e8b6e8b6f4dbecf8fcb05e5d63331a26b69d9d3684ce,4096,200,294912,733184,765952,765952,741376
0b3b00e74c292db853d9e8104bc40f7077d130543732643734cc4b680cd00c05,4096,224,284672,640000,667136,667648,698368
0b427e4fd1ffd415e1f7851eefc85445d1c369e6920f8d576152768442458495,4096,128,225280,744960,591360,740352,743424
0b548eb6b177d5489b9531416ed6bcbae2bba5ca3cd81524d36aed2c0d364b10,4096,128,244224,619520,753664,661504,630784
0b743a069dd1d45ee13649567e2c28df95548a78f40c781f8c11d91e8edfa246,4096,184,266240,724992,696320,712704,765952
0b9a9fdd030a53f0275fc240422907f70f8e8bf9eefc949782f752312033781d,4096,216,901855,1159903,1114847,1032927,1032927
0bc910d60091cf5aa85009d22ac1d25f03fff51515c3e3ae804742c3db41e781,4096,128,172544,408576,222720,651776,680448
0bd4656e1a39402b1e1e7509b6af9b73022ab19426723affffe22e1caa89001b,4096,128,293312,387008,340928,658368,626624
0bf53dc738bc1b3c2f108cf2e3ee92e8fc14d17c80be7219e79cc5e8600f3f36,4096,128,121276,745916,726460,441788,716732
0bf77da9e531275ce4c2b596bf36c1146db7905e4e38103872a44c32565e9e11,4096,128,197120,669696,669184,712704,726528
0bfb998e822cb52076b584031fe57624491a7332f8e24c0c406e6b9948a477e6,4096,128,292864,749568,749568,749568,749568
0c2d668e6d3c43518617a2fb88b5b435eeb159782e0c3865466d8fe01a2de377,4096,128,277504,749568,738816,749568,736768
0c313a88a42fc08198792a4662f4c841104aabef17b848c730e4fabd0eecdb1e,4096,248,252416,733696,750592,750592,747008
0c4b7b57aa86c79990943268f087f679e52591ac8b43d87fe938990153ba162b,4096,224,292864,290816,694784,689152,650752
0c63e459372262eca1f01ac0d249189ec624674d0b6996f30551b40a403dceab,4096,128,281536,409536,340928,339904,15808
0c6ce0f2186c71f27566be21203f6649e51406bb9530086a33b941ec3e8fbd1c,4096,200,303104,757760,753664,765952,765952
0c7762a9e34c8a074c579c0e414be71abafa4850944188fb47cddb9536c06c9c,4096,224,292864,617984,730112,615424,749568
0c9137b724129371b0e5706c33420c44adbe52d21b8ca255b26d5c7df9a81036,4096,240,303104,765952,765952,765952,765952
0c93b37ebb60abb851bed46a235b32191f195fbca2fa7beda052b81ceed1153e,4096,128,275968,732160,658944,651264,632320
0c9865e5e9e312ece7b7c2bde715e72fdb715965afc99d518f85094fd46d7838,4096,240,292864,750080,642048,705536,705536
0cb30e2a56b81c959bb905f8fc13e395e7999ca1d68b7ce0374cd32ec4cc6f36,4096,256,303104,765952,765952,765952,765952
0cb444d2782c9b496a73e5fac9ff92778670c38939ac7d29acc9bf19826b5f14,4096,128,295424,669696,652800,627712,732672
0cb522382cb0cb21cd15d540dc657994dc141b867b6446e02413c857e9bdf2e6,4096,184,290816,765952,749568,757760,704512
0cc35186bef9104b54765ed8c17f9c60ddb90868d217a16d12080ff763a9d623,4096,184,294912,618496,753664,663552,753664
0cc47e73645df4412f5494298c4955342e9a06b94790f8c9a7ed785627280c4e,4096,224,193024,749568,685056,684032,723456
0cc62786254c78ff396bf3b5df1dde2d1ea11bc3f8381f8dde60c3ca3a38a771,4096,240,292997,625285,692869,730245,742021
0cccd64411135a4c8dc33a617d84095e955a38fb81fa0ce5fb15383009bbde95,4096,128,294400,589824,626688,749056,745984
0cd2024efaa12568fda6a0c5ecacca1f5b4e72712901ddd9b7d47ea68644fa3c,4096,128,247296,413184,744960,753664,752128
0cd7cf47045c611fa39f22710b0711eda520c6d6202e7a7bcf959a3c307ab70b,4096,184,196608,262144,655360,294912,700416
0ce886939020314f820461c7d3208a55ea1fd0e64886a81f50f544f18aa7b24a,4096,200,292864,749568,749568,749568,718336
0cf7878aa374780469153e58f7c0f98f02d704cf41d998428c6ef6926a57a7f0,4096,288,120832,667136,750592,669184,730624
0cf81a371935c0c753057d9d351375b33475faf5cda892513434795993e96169,4096,256,292864,579072,532480,702464,728064
0d0f1534cebdb14c5faa0b44fa53442611175fd1d418159e7ed56a3e5fea1033,4096,128,100288,349632,732096,340928,340928
0d0fffeb0646c5ab9c26cca4382a6e6ca1b46a42078c7972994dfee96320fefe,4096,128,293308,345532,332220,744380,744380
0d11b6b16e975825d8b7ab030142849d890fa706bceb61adf9924eb602490db4,4096,200,303104,737280,700416,716800,741376
0d145ecf3ea9bf24a109cc68765a2723d39ab66376c16286c2de6459e174bf40,4096,200,292864,742912,749568,742912,672768
0d2383573f2afd632d9067a43565380e637c3ed6c10025c9dfe4f494f80bbe15,4096,128,61888,319424,577984,448,320960
0d2ce39827f699bc0eae64b504ff22377c8f9fef2c3cf97102e71998b33cde95,4096,128,292864,743936,747008,743936,720896
0d3548ec11356b0a917b9f30e5c562e931c528403d368620b57f15bad653b1f3,4096,184,303104,729088,765952,729088,544768
0d38538a1b4d924b096fef9c57b4e4fdc3fa228c954e8c38d7563c5290625f7e,4096,128,68032,350144,712128,375232,575936
0d3de4da674cd08a2c0e02ab15c9846a541ff6b506e41df58902d0e766ecda96,4096,176,303104,765952,765952,765952,729088
0d46036ec3444ecd72f36e2d8ad930fae33fdb7d10fa549b778aebe1ade491fe,4096,184,262144,634880,516096,655360,745472
0d498162ea8b7b3b06bd0a16c0067b80a31901d7bd5acd090bb65c2a0073d352,4096,128,181760,742400,739840,726016,665088
0d718115a9730a7f664605c3f4da5d0314f0ed0415962a116269c6eef5e6735e,4096,128,257024,740864,749568,749568,700416
0db86bc512cf1cb2d0affbed8cbf06d3577d60b3be9d69dcbc8f3470b199c7ff,4096,128,178112,735168,747456,340928,750016
0dc9fe81df5a6ed6ee6c916943cd923694ea63cf78b9ee50fa5f9688f363823a,4096,248,303104,765952,745472,692224,716800
0dd6d1aa16824dde08b8f75f0790c8cd8005b155a6927585db7da03ac172e0b0,4096,200,292864,727552,749568,723968,744960
0de7999d195e019f1365788791a6083969915b1164a335d3f78169ea4d8090c1,4096,200,294912,323584,716800,765952,737280
0de938d9614e2388311f81f9df4aa4bfc555a63547999ff7140758b254f38a4e,4096,216,234496,745472,744960,743936,749568
0df5830595d1865d400118e9969c631242c99ff9ad683a1ce680921b9f8ebd26,4096,224,292864,574976,286208,644608,695296
0e0869a3f6a90a41c6a955c5e40c0e2fdb17c1b01295e6db2630e6a7d6566889,4096,208,292864,750080,750080,745984,745472
0e16d68ee6d290e2b74650e84a0fe7bd5519eb4b570a9d7148df75a5308a37ca,4096,128,270848,664064,687616,712192,749568
0e18790febf9cff3e480604fd10a2f4546f30c5fdc13585b28078260115915c4,4096,216,246784,462336,644096,556544,744960
0e1e5a2928fd01ebfa44bb186202a4f8f595058bd88eb619065e96d71adf58ca,4096,240,292997,741509,431749,714885,648325
0e2747bb4372154605bc6597f7b844f3443bc4023fc958aa2c3851fc15600a26,4096,176,265728,743424,724480,715264,723968
0e2c7356c34131c2be64e1d3584e241538c34417f807aaec9d0442063798f809,4096,184,184320,573440,630784,643072,622592
0e40610672f56569f25a56892047a75cd093c36396af4567ad4449bc24cbce84,4096,256,303104,573440,765952,712704,765952
0e4d63ff5796c801ef361192804e239952bf09eb6f7f21c6042b572ade9bd217,4096,200,294912,552960,647168,462848,761856
0e665e16e123671ebf7051cc05e33d50650817a4149830e548662ec0120110ac,4096,256,-1,716800,716800,729088,753664
0e7557877a84eecf5fad1f7dcc6e6f78070166c383f6774066a7db6e211bafeb,4096,128,292864,675328,663040,661504,747008
0e77be464aa0cd0607ab73f577b8ac2ad8446d11dc9fadf2c301a05c1d67a6be,4096,200,294912,765952,765952,765952,708608
0eaa541833301473566b508b3e15b5fa848ca65d0caf0e40e66c39c950bb8e60,4096,256,131584,599552,498176,625152,671744
0ec6f8e707409ffe926b5c326b471afda47b30fccaf7944997f375b3297dfdde,4096,216,299008,765952,765952,765952,765952
0eea2a578031877265c959b38838d7c53f61804cba5961e381ecd6ea244c73b9,4096,208,292864,741888,735744,613376,690176
0ef3b2166236e93d1b5091f6a16b17d7c74271bd303016258df3eea6bef755b7,4096,248,279552,560128,754688,413696,683008
0ef63bdbadb91f86e719076dedc2f359d32eeeca012d137d9a6f76b2a2d0a942,4096,128,292864,749568,749568,748032,696832
0efa42f59dc75e7cded765a974a8d1353b4eec3bffebd324543a0475298820eb,4096,200,294912,684032,696320,643072,712704
0f04105336b88e4eecd8c3e6d68dabb99abccbd5def4dee14e1e14261fa085a3,4096,184,303104,700416,708608,765952,512000
0f058f69ed2abb320a3381f25a0cf1e61031398f8bf4735c2b34a8e71d282a6d,4096,128,293312,734656,344000,46528,352192
0f24731868582c6c530fd1aded549a80608901d43ada3e292e31c3cf8cc16a8f,4096,232,292864,637440,745984,642048,485376
0f47ff918bf1ccef49af69687d85ee2c8ddba5f23686dff3d53f0d4d3038b299,4096,184,287232,304640,577536,672768,324608
0f4c67f6ed5c89466c0c2b3343942ced72baa0060f135e96540230d5551b07d4,4096,200,303104,655360,688128,716800,716800
0f538a54aee9afe87f1955970f97c2d64b5a25b9ddf73af2abda3c0211391fb3,4096,176,303104,765952,765952,761856,765952
0f53fd65f3d88c9ebc8e6fe4d29eb4a2adf8a441d7b3a144c8782077da8f7a20,4096,248,288768,750592,750592,750592,750592
0f5db8d0c53c4427efca8a9f8e608e7517e3c15b183ef6d4b064785af30a9a04,4096,128,148480,711680,753664,658944,686080
0f6ce0d0a5fecb750d59f28595f4e4259d37d6bc2473ab49ec6ef6549791433f,4096,240,300418,669058,767362,705922,763266
0f819087e32b8bb4fddbf0d9518095ef42fe277122c641262a99a34278bba147,4096,128,268288,665088,625664,747008,686592
0f8c497cb4d08aed9de006e187778b95dbadb732262de652903938ca7a8468b6,4096,256,292864,723456,706048,732160,729088
0f8d582570d7b3a3ebe365b4416b8f6010e11ceb1dfdab9a3c32e661b7a4cf0e,4096,200,303104,647168,753664,643072,638976
0f92b45582d3360f349e0fc4eadf983f3d5e412dbca9fabaa50b6f0455947771,4096,128,138752,744960,217600,261632,653312
0f9870c9abaf120ff0ab58c4b97bfff2f90f2e00c5273af96abdf07fda45fce7,4096,128,253952,765952,618496,737280,684032
0f9b9a6405fd4c6041bda920f925853aaa28a8145e37d9b5dac734d1bad44f03,4096,240,287232,403968,671744,694784,750080
0fae3de17131cc883a07ceb8ab5bf3c0f5218186a59e5cc0d0fcceedaf16828e,4096,208,303104,688128,573440,708608,745472
0fbaae583a0d9d9322b31f7f3000397972fbf2a2443c75b8a6bb11ead829ca50,4096,184,270336,692224,741376,716800,512000
0fbc02216563e0de6426bf4ded891da09d28c829ed3995f3486a726b4a4d722f,4096,208,283648,750080,743936,750080,750080
0fc11a5f278f87658d6954ba016f8b92b1d41888df584febcf7d40fccabb1de8,4096,16,286158,752590,753102,732110,753102
0fcf8e7e6d007a9406c6feef62707927dc7bec25e7070a2cf5901bfe1f36766c,4096,200,290304,409088,409088,696320,744960
0fdd1eca6471b0faceb2e9eb2baa15c566cb68e78bb7b2addd23c11b57de4811,4096,256,-1,761856,708608,-1,-1
0fdd5e26e7a60a3578498a4d35bed0fe038bccfe35574042b74b80a7ab85c014,4096,200,303104,630784,745472,659456,761856
0fe050a3b69429d7fa55ffd0a70bc417403d4fd06bb4d486a0aef9ffd81f0f02,4096,128,293312,355776,413120,199616,572864
0ffa3029e9d84a4563e1e0cc39a39e62562f5f2b53ade5029789920b220f83ae,4096,128,156096,84928,452032,306112,21440
1002ec164e427ff2c51b852359a2547b9e457d621bd821097e4bc243c1cd24a6,4096,200,294912,724992,692224,720896,745472
1028662187283e06cd5845983e031cb0b7e4acb08d306e3cd5726bc45972bb7a,4096,216,5632,721920,686080,661504,670720
10575ea11ba8dfc92879f2ab5a234771a95a4969f9f7d5360171b27640e6924d,4096,128,163328,340480,734720,749568,749056
105c95c5cb920aff87a9361afd616f08417a3cac36eced141b12bf31b47737b4,4096,128,61888,330176,566720,308672,320448
1060e723ee876e3e42d9bb08b3fe8dbfbd6d3e6042c6edb8a1b159fa44a52c0d,4096,128,188348,579004,734140,267708,663484
106e65388a9218515f8c9688345ef3fa97cc22b1c92329675aa87247b968f106,4096,128,292864,374784,728576,727040,665088
107242d919af748ca5f38b9d97878e99dafcb56709260042d54e604d5b598abf,4096,128,295424,714240,456704,754688,749056
1097aa6697e7f3b669c5db2326a00daa90f46c8c95593d6c876afed2aeae6307,4096,128,270848,679936,740864,749568,629248
109d94f079881168a289df39cebe388edf4d5148ec4c057c80ad6c52f136ff0b,4096,232,292864,656896,750080,739840,684032
10a1c9ecef78d0f0d10b58982b02baec1393e1503fbc36ed991373ea1b6587dc,4096,208,292864,647680,727040,680960,558080
10ad0e302c9b20cd51125fae73efc0215e0459a40fe94dd0d4656b690a980398,4096,128,293312,357824,351168,409536,658368
10b38c0507aa992eca4484e6810b5f73e7369bad60d9648da8f6330cf7330c4b,4096,128,123904,749568,715776,749568,738304
10bf206c5611330f35c7e304d3fbae48c7b31b8d647d7ad9b654c3d44246a935,4096,216,303104,757760,507904,696320,745472
10d3ce55d6e8a14199b7fc7e7d87a2171585553f85264d5601e47e5d12438dcf,4096,128,211456,709120,430080,716800,712704
1117acec1eb6e6a487aef3d583f4d16655d693de38af7e5044b70467556720ad,4096,232,197120,193024,749568,749568,749568
1166bcec15bec1020d357a1c5cad80113d502abf18fb39500e337c1c7440388c,4096,128,187392,386560,259584,340480,571904
11b7436aecbc50a336c2fbd4d35524f1a4ac78c8d485830a189e6e5f7a79ac11,4096,224,287232,689664,733696,749568,749568
11ba57ab7b982cedaa88bd17e68ab51ac2c357ae718b63f6802edbbb52a1bd2d,4096,240,292864,704000,664064,667136,747520
11c7b6be05383104ecf239c48ffc8f77f270d93da9d328a283de803da66c3ee6,4096,128,287680,316352,6080,262592,178112
11d807cb87a31d7061b7c4132f1b0f3020f414b59b129a418c5220483f6ddf5b,4096,128,172032,746496,726528,495616,717312
11e39965e83445d3e5145c22e8929756e1b900f19e294a6b99c6f5be41759401,4096,128,91136,645632,348160,5120,10752
11f37c5a73418f1f2f68327a2224e685a0bfe5ef9d6f4ad0ef27e28c22376416,4096,216,292864,604160,750592,699904,681984
11f7d67e7811ab278561152b4c52d67f09ff67e319209b4c4171c1422278f2b8,4096,200,303104,638976,765952,716800,741376
11fab51b299c50e9f21ed8746f6794bb71e903982faf02b61659a046ee841de5,-1,-1,200704,765952,765952,765952,765952
121200e6b08dd360d4f3ee40784059b35cc21d81f74ced1a1fea1dac0d3d07cb,4096,184,303104,765952,684032,765952,655360
121e50ee5abde08b9c3a4826089e947c6d43856a8f99cd6ddc3e44d9d7a90fd4,4096,200,262144,667648,692224,753664,765952
1233f5bd63ec54c8c6ce67c0438608f7730689a8f2579db77bd86f54a820ee9e,4096,176,120832,665088,651776,409088,680960
1236076d3b0a43cdf1f61d5d4950409d6ba37a00a926dbe6f062ba5aba6843b2,4096,184,303104,757760,741376,737280,753664
1238f55be785a9eda9a8dfc785b055b29b15e0ce7f0f79c571c93daa8e4451e2,4096,176,151552,741376,753664,765952,421888
1240531cc270a3f6437b36ba29e90e49e17fdacd80311f97bc08acfb492eccb8,4096,176,303104,749568,720896,765952,696320
1250198cabd42e0949e10b3aa2c26adf674861282b90265be32e9ab48394a840,4096,128,46528,566720,150464,371648,448
1255fc7179c9850422a6591b5cacbfbe655189b95d93c538f6104a76c2b7e654,4096,128,293312,481216,706496,744896,448
12ac13e3144846cda719cd54471b10b40b631def0f6b86132af397ad8ac2bf5d,4096,296,146944,683520,713728,753152,753152
12b766f30d7474ec61b233285a4a0d0274c5d3f1e071780af64e14af6b9b49d3,4096,128,223232,684032,424960,754688,697344
12ba5092db99b72da022868efb6084437234a9d86b0ced17ffd907965487a553,4096,224,116736,666112,741888,750592,740352
12c66feeed066a0412eef018f8b83e49cd27bd5734d9489304f61a60113f403d,4096,-1,303104,614400,761856,716800,659456
12c80123ec06f5a9d6fb50d106010d870ec83b7fa5a648ccaeba288bb1239d52,4096,128,46528,340928,321472,372672,448
12dd5772700ba3705a7bde9f5e62bd83abbf589d551f25d78a4072a2dbbd151e,4096,224,292864,666624,672256,750080,701952
130a86a3ad38fd8971eef012571552baefd255d5995f109dd907f1e58f297372,4096,184,292864,749568,409088,748032,409088
130e02afef19e6f2f5c33d0b6556a835845740960ada038a030498ed7e237486,4096,216,253952,700416,430080,671744,688128
1311cad6a4f128a22b89d3f7172a2a418ebb9411f8005b1c5d1aa09b9390c937,4096,128,288256,616960,733184,733184,750592
131afbb89cd70ec2501d4a9ce3fd6b830d84abfd168fe74c772ff673506e81ce,4096,224,137216,409600,46592,668160,671232
131f2b18aba2979db11f6f47fa2629da92dd7ffa8cf88b7233ea60daf4455e3b,4096,128,260608,749056,715264,259584,743936
132a64432aaca0bf95d963f9ef83bbf0bb34f17d3687bb1e55ff4fbe598ca951,4096,176,294912,442368,360448,753664,688128
133e54a88683d88bd3289d25f3a092f55d770a235bf48c1de2d6d19df0319e8b,4096,128,292864,-1,749568,749568,749568
13526e8e438566ec6d745f7ceba59f48f590e509f3431a47c122e2388dbb46c6,4096,184,274432,696320,622592,733184,724992
135969481d4f777b518b7e7245c4b17a8363552980956ec10fe82f0569105581,4096,224,294912,761856,757760,761856,761856
13635868077fed793dbebab6032ad1573e5d3231a929986293de7a2527569d69,4096,224,160256,578560,556544,749568,698368
13663dac3dc124e903388a284eedbec7a934644043797bf31fc053a600cab0f0,4096,200,282624,761856,765952,696320,761856
137617674720554aebb24d40866a37b7b27f4ee8cd343abd44a83d42f05b6f5e,4096,216,278016,686592,622592,340480,495616
1384f0b8c92074c60707d93772ab5eb58dc04254e75c3adaee175584267a95be,4096,128,46528,384960,260032,736704,717248
13944e3224a3f8acf38dd2c6c9b63e56aa3874d7cec130a4e6a1ffb17d2dd5cc,4096,128,193024,709120,491520,666112,655360
13b54d206194d334acaf5d4af85028e825d3513470a843bd2d387e46365adb0c,4096,232,193024,353792,718336,680960,723456
13bc630773c6bc36d72c15ea9df961133675e5a404bc60adafde016b05b49728,4096,128,293312,320448,750016,579008,730560
13c9f5b8741ea55baa99ef64eac9852717f7de5b2b3b226b93e0290631250663,4096,224,253952,241664,720896,741376,704512
13d65aca416d8269cc9adf0bd1b9c95509100cdce57d82db17ddbf7849f32a95,4096,240,289792,752128,498176,686592,752128
13e7a3eb3930589c43541918395adfc743253a1d703547887f2cbc61ce34b2f5,4096,128,175104,561664,448000,226816,345600
1417a664904a01896db72c2022d2ebc8d63a8b0765827caf2684a08cf8ca95ec,4096,184,262144,745472,622592,737280,679936
142a5868535490344ab8def5321da975fc07368531a2212b4cbee648573db0ef,4096,128,142784,346560,61888,340928,720320
142c47fe590732d509e50318f4bc0f6cba929df5423be864d049b2d308f6fb4f,4096,240,292997,682117,749701,669317,666757
142da27b021d6a7801ca398ea47ba2552a93ded254c16f68ab84487b88e2fbaa,4096,216,287232,535040,744960,47616,717312
14300e9d71ad6fa7cafbf5b3eaa8f4765600cb9ad546158e49f9a87699141ef3,4096,144,286208,675840,533504,743936,643584
144da868a0ca2790257bee92376c9c20747b72c5ceca2bff2b1649837bcb73ef,4096,296,289280,752128,574464,752128,752128
145c0255ee2f13e5222558b13d9e5bdbe586b45dc50b60863c40d64547cfb38a,4096,184,274432,729088,729088,634880,761856
146c80fe2dafaf93dc2d77bf28faa359c369b1bfdf7367134501715574fb56df,-1,-1,303104,692224,765952,749568,737280
146d07d01dc5d1677f2faf9623f6850cd6171eb495ea0dcbf4f623613427da28,4096,232,292864,750592,750592,750592,750080
1473a26a022e5bc8aca88249ad156ceb3914d3de5dbae2c2eeb5ad576650e268,4096,208,292864,730112,750080,750080,739840
149e380af094bbc6ffbd9c091b9fb821710a2e4767c545ebc019a711067d8969,4096,184,262144,765952,753664,638976,659456
14a3c04834d2e6828ed47cc6a1341cec33fbd2531e487b42b778896437a0648c,-1,-1,-1,647680,747008,735744,-1
14a9f3fe18677549a263a27f079d014349808c0b7722dd91d0f6aab30fb34a70,4096,200,303104,765952,679936,757760,749568
14ab4dc9ff8cb40c98ca18f95ab99d85fac4fd91db4e2e7d23b5f399d2e217e4,4096,200,303104,716800,684032,761856,745472
14b14f79a3b711fa23950165298d817ac7b931eb8cd4b4007d67bbfbe642edd5,4096,216,292864,749568,424960,571904,747008
14b3c9839bf6fa8a824b69a88786f42d413df2059d7ca5bbaed64007d38784f8,4096,184,303104,638976,724992,589824,512000
14b67aa4bd30d8c141e31733b2820036038a11b40ada170b25a9733d62ecccdc,4096,200,303104,765952,765952,765952,733184
14bb779dba2f308772d790527d75f21945aae81b553d12bffd8d48757a468f75,4096,256,292864,714240,572928,738816,681984
14bec2a6b94d7c8b537847e579d1e6ea4e2bda18a19f7a7cb464d96a00175fae,4096,200,303104,638976,737280,765952,757760
14da21c13590482ecdad50ccd1f1037f9cfc02593b579f39999a11793799b765,4096,232,292864,679936,677888,409600,670208
14f0846aa6606b53369e7fcd8e0a93024648aa7493070eb1ad1ee3573bf86a08,4096,128,290816,754688,754688,754688,754688
14f15fdc492e5dc370d4901350ca8d6222e49d561e23530ab3bcdd5f1fcd9b15,4096,128,178104,638392,677304,750008,743352
14f554ef06a7a6e7f94ac37ebe95a28e4b7a537bb3e9b2d0c299f6a623ee1176,4096,128,287680,715200,577984,705984,260032
14f5bf46027aecd1a47e11c768da88225f0e8ca5616bd84502b8e7175ca0abe4,4096,208,193024,742400,622592,672256,665088
14f829ee190ace8eb50747db9d3f748429add322d6d12c123904d34edf988bcd,4096,128,223680,343488,362432,330176,347072
14fc78b2f29bc52ac0dcd55cfb19a4fe52682ae1872e80f0c407ba0bea921d38,4096,128,294400,750592,741376,735232,235520
1509131879e8350f3b1f5d515ea5b2f888752173b4acf846582169278f42ac23,-1,-1,-1,-1,-1,-1,-1
15140c476d6bbafc9f8737bf1336755d7c366895eaf2a35694e0723ebdf7b29e,4096,128,290240,613312,84928,374720,92608
15154e8b76182b62906d7731235f4949b257d1f3fc6602d6d25b3ee818a24365,4096,200,303104,761856,712704,761856,741376
152121ca5510e1c06696615ed5e4b78880113622ca9b63a0c7c9083f2e9cd762,4096,184,262144,749568,724992,532480,512000
152b48fd43e6d9a160ce00155b86841ae585f247d9e95c08f4eb42a889082820,4096,184,200704,618496,741376,565248,532480
1533bc34323216f89c599565585221ea95537e3596cf26b094845e133653d602,-1,-1,-1,-1,-1,-1,-1
1535bb5a3c59a7c43ef03efcffdeebc1d9ae31556d489d2297d6f374cf9aa1ab,4096,184,192512,737280,659456,696320,761856
153619c0da2dc192a9323072aec86c76d70400df2badd23176bda2c2543172f0,4096,248,288256,707584,750592,736256,750592
153bb126f5a60c38c6e1697a87f7b28a0f0ab2f17df5b2666131bbf5e94cf767,4096,184,245760,655360,688128,335872,659456
154d496e22b61b64c069fc5d566b079f2becbe22ea99502b05435433012ed4f0,4096,128,292288,750016,384960,742848,678336
15626cfb972335753404f2bdd8f332c2bbaa887067cf5aabf627a38f4bedee23,4096,208,292864,744448,749568,749568,750080
156c6a026420de08301ea77e9224dac55276b3b0e99fc32be4c3100fd64cd59f,4096,200,303104,659456,655360,741376,761856
1572a559493467e2663af79d8e6818c3798f5a88274a62ff9e79bef520934d5a,4096,208,203264,280064,340992,719360,742400
1597f95cd40ef62927a277f6cffb4a0b5d262fcba8f9a784b125dd35eb9c1892,4096,184,200704,458752,749568,405504,753664
15982611f1e9de4688660f6bf92c1aaea50f02a7bbd1da0ce096ec80d1620889,4096,224,282626,733698,726530,695298,721922
15a70698ac04bdbfe4ca3d9ab9af35bd75e3eb9f7ab18c7786d8ced1547c5c92,4096,128,271872,749568,748544,749568,749568
15b196e90b607ea68d9f0aadd44d1a885cf04777b5388b004549a86ed4819377,4096,128,283648,754688,754688,754688,754688
15b36eaf38d9a9850c19d0c16c2460fa5a3e944770c3d37699b0327bac90c236,4096,224,292864,418304,704512,641536,675328
15b4b3c2b515a5baf09dc52a7cdcb79ec86dbba0dc234a4b439c494ec04a6fc6,4096,240,177797,630917,702085,679045,735365
15b4ba506a45822ef8e61f5d660ab65e1063357eafc98fc131e60edb9de60252,4096,184,188416,565248,679936,630784,663552
