hash,FD,CS,gamma_5_x,gamma_10_x,gamma_20,gamma_30,gamma_50,gamma_10_sp,gamma_5_sp
71c4e558c782a743129f2ea46af4adf1adbac019618d7ea33263c6e21cd9626b,-1,-1,283648,670208,749568,676352,743936,5744640,1114624
ab1a8ea499591c220ecbb43e0404ef5ddbc6d4f6ad466e64aacf9d205f45df00,-1,-1,262144,690688,750080,750080,722432,5699584,1059840
aaf5e53e5b7beb96b234df7b38a95ded0a3df9909a1a0fbab5b4b4909422f209,-1,-1,151552,737280,765952,765952,765952,-1,-1
c41f0ea2a616bbab5a2d37337925533d3c9b3cb54ed7ddcd254ad702dccf7567,-1,4096,287232,750592,750592,750592,727552,6014464,1114624
6bbbfad4035a743cdf62d337641c704861941810a1e91e77bf5ea2d936dd2eb5,264,-1,46080,306176,194560,590848,594432,5736448,512
d717d456053f6f8b6f9d8502acd39a0e72cbe2384d9e039f1e294b725faac48b,-1,-1,194560,671744,663040,728576,409088,4539392,1114624
9a3274c1c7bc3f2755d54df3ea65eb03d549ea0ac61b2a9c9eee9adc8891666d,-1,-1,301847,768791,391959,756503,768791,6142743,1129239
23cf74f75b141dde99f99c6bd0b1464529a1a6e8c5d1e3632763bbbbbe185cc3,-1,-1,-1,765952,749568,765952,745472,6205440,1126400
52e4b7f0306c39264b6707e9f7aab24bc0c2e70fb2a0a9e5a99625e4cc28dc64,-1,-1,294912,618496,741376,671744,741376,5943296,1110016
8c4cbb6856ae61f9ca52de3da98661f8f1c0de45cfc35a9024008ff44f8d3e3a,-1,-1,292864,442880,724480,738816,742400,6185984,-1
f1f3bb20523beaf84639cd5403dd928e6a9cc46b8181619e8ede7737cedad60c,-1,-1,-1,-1,-1,-1,-1,-1,-1
35746471dfec4148af67e9dc259569d82a175a50a656900c74a1fa25f5617d89,-1,-1,-1,724480,727552,663040,741888,-1,-1
7a712173fde0aafb55faf5b6dac959223dd59c503b784de11ef34bcaf2227fb9,-1,-1,-1,-1,-1,-1,-1,-1,-1
c68d5b94f356639397c3a22809dd8918f61a1ed9d40d6744429c3b34f254b9f4,-1,-1,292864,-1,-1,719872,-1,4000768,952320
f993ffa932e10328363da34f6288d383e20ef39e6cfca0be6f30a0cf2b3a79ca,-1,-1,-1,-1,-1,-1,-1,-1,-1
dcc84414acce104d10d59d9e550551325e056a7c5f1acae3092561f2dc1baf6b,-1,-1,200704,589824,765952,733184,512000,6184960,950272
23c7b0fb82c05eef670ab033720e980e92d9b902b1910c26aee5a892a2d46e99,-1,-1,250880,744448,735232,744448,655360,3576832,1040384
b1455a6bc747858622da12aa0be8d0aa45224f054d773431f99bd9387327ad40,-1,-1,258048,749568,737280,749568,667648,6123520,1028096
3c41cc9b726a261ee346f4e0554c303926fdd559a514103c2e3ece298434d0e7,-1,-1,-1,741888,720384,750080,728576,4387328,1114624
d836e4dfbd2be3ee0f3d7f8a260e734b8969ba4facf7b9a795d9bd8e3fad2aa1,-1,-1,-1,625152,722432,-1,664064,6185472,1112576
a669eba38c03958dce43e7b8a227a0af819862a40f5d5f0e39ddef3117582b04,-1,-1,-1,-1,-1,-1,-1,-1,-1
c1612113aa7270f5aa24e8595289eec0b20d17a7e3bc5927d9d5aa6d2866881a,-1,-1,147456,741376,745472,765952,765952,5738496,1126400
763915bd27ef44bd130d46fc993b180b97dd14560c066440eb4558ca2accae04,-1,-1,293312,725440,750016,742336,750016,2929600,944576
c28e86b66f4da2fde70f44073d6723ab14cf95a84d75cd9bf0ad75398fc52cb8,-1,-1,294400,713216,685056,753664,749568,6187008,971264
c48a993420c4fe189c3df518bf3632ff1579fc6467c00b02ce444b7e294f6a1a,-1,-1,246784,719872,727552,719360,577536,3641344,1114624
c0b81550963d51db6671adcb293ee3da3cfe07838756a26ac24a6054756ebb97,-1,-1,253888,720320,717248,750016,743360,6088128,1115072
6544e66de0b47ccc410b13ec780fb64ba56b3d610dbbe4e93f17c8afd5f0077a,-1,-1,303104,761856,765952,638976,675840,6131712,1044480
586de06669274e94bfe43ebea4aaff3847ddebd53fc6f102d2caa4fa991c8dde,128,4096,17920,754688,739840,742912,754688,5849600,998912
c5937d2ec8c9dc4aece2bfdf994c4be4472df6275046bc9325e894a99a0acc47,-1,-1,303104,749568,512000,675840,737280,6205440,1024000
fbce89d6be4d76656bee8817c9bf6e071249eef82625d4c488a73607bb4097a9,-1,-1,-1,-1,-1,-1,-1,-1,-1
47f8c340c2f6c4d499f61ca4c393db19832276550594c88f344f32e4f5fa2caf,-1,-1,293312,750016,648128,459200,719808,6045632,1115072
46b87c7217c846d5ec7b4db2a22b8a9e02693de0df1eb5123e524f0d998a9a9e,-1,-1,292864,747520,749568,615424,716800,6181376,1114624
1cee8f495a7cc37a9e3258c387eb03b5ad5de16c838ed9cd73846c15e2bfdae8,-1,-1,246784,721920,733696,732672,716288,1407488,1078784
a8b0da34597677c602b12e8250bc3701e236ce58433e4f5c38522a5a0583e1c1,-1,-1,246784,749568,749568,253952,749568,6184960,1114624
a107005e57fc47942762c900651a5eb5b002dfa1800c3de04b1af9d64cd30ab2,-1,-1,275968,739328,745472,726528,741376,-1,-1
2d7fa785dfafa7fd2f1205e55eb9f32312045ddb5555a7d993691596f9277f86,-1,-1,274368,720832,750016,746432,723904,6185408,1017792
7929387d28ea832d1fc0f3b39120378d58228d30547399e453b605d355e5afc3,-1,-1,-1,746496,617984,649728,-1,-1,-1
f2ce81e9f21aba65afde8bcaa1fbad5b9709aa669db62020dedba24563f8de00,-1,-1,238080,622080,742912,626176,721920,4409344,861184
032703331e26b28661519bba0b561b9919d787560bfe6c9e43109315bb8f2c30,192,4096,159744,614400,765952,262144,765952,6205440,1126400
b8c6aefeac8df95098cc9e55baa62128231be390298de02e20b86d60948c958a,-1,-1,253440,746496,725504,723968,704000,6184448,1114112
6bed894175283a778d56987a7daada962aba07c245e246b9335f8950603798fe,-1,-1,267776,727552,729600,724480,740864,6030336,988672
47dfdf0470f30fc67d63cb1d0f50c8e1d5745db987a65d9f107ae942a54cbfa2,-1,-1,254976,617984,721408,709120,743424,6125568,937472
23cc3722e503504330690968d0cff2f0e9935598b668ff0470071d11f63292b1,-1,-1,303104,745472,684032,692224,667648,5251072,1048576
cb86c3e1a9d35ad0c40fbb458bf972a640aeec8694cf6aa9381e6533398b1aa8,-1,-1,252416,749568,659456,684544,749568,4858368,1075712
8a5bd5b6814818604d679198496c27e94407005533e7ef2cd3b57027320a3bf0,-1,-1,275456,750592,691712,735744,750592,6130176,1113088
16e0b062a7acf9d4ababed81fe37dc336c1ad5fe24e0b6d22594e6bbf27e4324,-1,-1,303104,761856,724992,741376,761856,6180864,1118208
b7b911f4525aedc7bcafbe76a5d5265d64622db0134be5cdf281876b34b0e84a,-1,-1,253952,741376,733184,741376,757760,6205440,-1
2aa326f372751ced15f5cd4d5c3f7cd72f3e5f7644fc02e82a67e8861b55ad58,-1,-1,288768,569344,709120,722944,738816,5890560,923136
f3a4628fd70f66df168595aee9bb69e1596b79e2699c8cd9f5bdd9b7b31c6b1d,-1,-1,-1,742400,722944,749568,745984,899584,1114624
d86e10938e1407c11410dc2c7e6c891ba4dfd1c1b1ed5b48eaf0ae365b3f3014,-1,-1,303104,630784,765952,753664,761856,3072000,266240
9847643feaa5dd118e83d1e40088f294703e75cafa69069372645e58447bb426,-1,-1,290304,731136,744448,709120,744448,6184960,1114624
f0cf39aaa75855371938133c27cbb936464f9d0790736f991e366caa21e27e4b,-1,-1,287744,751104,746496,737792,743424,5267456,1040896
e76b82558b7e1dd48bd8b9fe93663caa0192a216d690f0b5b175202cfe199e48,-1,-1,303104,749568,679936,745472,733184,5611520,1126400
e481c8dd3c8f5f9d7acc85eddbd7f04c138ed9a00cc4d2671f01b5e196c30544,-1,-1,293376,565760,753664,645632,748032,5128192,852480
b3cae5c4f8b7c63e2caf9729b3ee70a846070af7c1636d09ed21cafb3950b7db,-1,-1,257536,712704,749568,749568,723456,5820416,1114624
53d080c7b0b170d749840152db1f8cb5552988a0021d33808d4751f0a227ea8b,-1,-1,-1,-1,736901,738949,731781,5993605,1011333
990c8f894b159258e5c6d5c0d9cab4ff47f264600025814419ed3029297763a2,-1,-1,295424,732160,693760,669184,691200,6187520,1117184
04574202f0f47ce3143bab8f7710fa81316dbac49bcc1be30b5289d59776ec85,-1,-1,252416,622592,745984,436736,703488,5605888,1114624
abf7bbc41098299c8d8f7e758555ea5cde8466f851cbdd7333bb30ff91c0169c,-1,-1,292864,684032,622592,722432,749568,6153728,984576
0bd4656e1a39402b1e1e7509b6af9b73022ab19426723affffe22e1caa89001b,-1,-1,293312,745920,750016,750016,716736,5979072,1115072
dc01fa67b8c1f42b4fdeb8af71bcb38caaea6cd2d69ef867afe074115341df38,-1,-1,293312,748480,382400,683456,738752,6185408,1115072
25c552a9c6e5ccaaa86d4c9d7c5ede1dac4f178361c964ccd2ea6fda270ca15d,-1,-1,287232,642560,744448,747520,711680,6184960,1047552
1cb537c74d370df4abccd0de2bac6aa4000122b1d1852f6a9411e7e9af37104f,-1,-1,303104,98304,679936,716800,749568,6205440,860160
f23a6df05c44547e75cd87c8a5b935d397b7258971d87443ed29cb92c7b9af6c,-1,4096,292864,749568,741376,749568,749568,6141952,1112576
c3cc1eb30b9f88a2bfaa96ea6b9802acd00be7bda30145e09c311c8283b883e7,-1,4096,252416,256512,749568,717824,636928,6042624,951808
106e65388a9218515f8c9688345ef3fa97cc22b1c92329675aa87247b968f106,-1,-1,239104,737280,735232,719360,749568,5979136,1031680
98bb614d49eb60076b62b37676c10c34db33364be9e428075458da1a49c1b652,-1,-1,159744,530432,637440,718848,750080,6185472,1114624
b9bfce9e66e5df75b83bf8ff7b785e9a3bda8866299285f8ea304d02051970b9,-1,-1,299008,716800,684032,716800,765952,6144000,933888
32527edffd2ed0ef12f24178b28fa2f1843c52ea433d0a2db86ae78ac3f1a12e,-1,-1,195584,569344,663552,730112,701440,6128640,1117184
06fcd815250b0c06e7e4aec2e89f5700393977e41e08d3fa2e54033c1a25d0d6,-1,-1,292864,650240,719360,735744,740352,5814272,1111040
9a39b159b432bf6848af0bd2623401e43c53b655f06a2a5a3ed680c07004aea1,-1,-1,303104,512000,757760,765952,765952,6160384,933888
ba700c9d486b2dfc0cec3754442b6a0f80034c2567d2efeb9f83add23f8b3bee,-1,-1,-1,765952,733184,765952,761856,5910528,1126400
34a3d0991b64c8bc6aab73ecbbf1dcdc1a695cd2ba69645a738e3d35c7c02c33,-1,-1,303104,757760,765952,765952,745472,6127616,1097728
b31e274a8fac1694636918f74e763aca322c3e717a7e47fa4e7f0df223fda2ce,128,4096,136704,714240,748544,700416,737792,5936640,1115648
6c2bf387b65aa5d6f178726fbf1413e189d49ca923a704eb3f8947c0713e7bb2,-1,-1,289792,617984,739328,745984,743936,6184960,923136
f1bb6da48fbead0057bc078834cff35aaf2021195ba910e5a8f5628ab7cef078,-1,-1,287232,495616,608768,734720,745984,5735424,1114624
f58484936dee5de7f3e754f0acae7ead8edabe19226572ac2d3e136bca67159e,-1,-1,263680,740352,622592,670208,424960,4370944,923648
d5266d3c98e949fad280fdee56ac3c9f7de0be0e6148f57e4f94ef5c606305b0,-1,-1,172032,765952,593920,737280,630784,6205440,1114112
3bfd1a25095f8ab0cb84c423b8b3e351d5de9d2c5d532ffeab3d9317f631af4c,216,4096,287232,749568,749568,746496,749568,6184960,1112576
87aaefe37046a8ff5de1a610596e59265e9c121f5cc3c8dda12ad76590d97ffe,-1,-1,294912,765952,700416,733184,765952,6205440,856064
055d321b0839c098d1dcddf91327d446de1011b01aecfebc208a89f84b2ec2c8,-1,-1,299008,741376,753664,765952,765952,6205440,1126400
d9178999f30f3f947432473ca3c9705a71dd53a4d855c7cf2c08a2708abffe5e,-1,-1,-1,750080,744448,713728,669696,5931520,1081344
40c28d004978ed49e8c3f68fccc67f0efb1a5f5b007a725b4a028f403d52bc7f,-1,-1,200704,733184,765952,765952,749568,5005312,1019904
98e47af11fa4ffc7ece43b33bd5525b96d7e565d23ecb66e78b82a803fbaa36a,-1,-1,292864,608256,739840,746496,714752,6016512,1114624
e09201e5966931f064c5565a4b58873f07989b87568c37fb76dc8aa4fafd3ce6,-1,-1,258560,430592,747520,747520,718848,3108352,1114624
ca80ad5cd84061e7fc5763df3c2b09dcc21ddb200435dd9b36edb77e6c718a0d,-1,-1,-1,-1,-1,-1,-1,-1,-1
9cca55c9e351d0d00be6a0c106d3e726fbf39867bc5c77165de407f4b08ae10a,-1,-1,291328,745472,723456,689664,640000,6147072,1114624
cfdd21134d6f3fd3e23cf327b3bdfd14ee1e81cca0c20f19c9d3aed0d2dab758,-1,-1,246784,742912,632320,749568,729600,6184960,1114624
92c95b9074fb6817f2c2bf0d1cc60e82476f6757f1ef77df2977a814822e07c1,-1,-1,293304,750008,655800,718776,743864,1295288,1115064
653bd09b50958c3a39b53129158a26252a086d064205fff47b05cfb41c0117fb,-1,-1,247224,684984,750008,750008,750008,1486264,1115064
5ba51d965a43426865b24364ef2d2e18e7c3a3578075c05b0003be751506352a,-1,-1,262144,737280,765952,737280,729088,4743168,1126400
beb7db9f7133f7e27ffe38ffdccb26fa18d5b071f122f429d9a6028f9d623350,-1,-1,303104,765952,737280,708608,753664,6131712,524288
6f06e2123a91985942b7b51782d1fba97764578c8e58a27a6a28c1f5008740f3,-1,-1,303104,610304,765952,696320,761856,6205440,1126400
fbe23cee779c6cc4a7bf66ce957598d56de562c03fbd06890c7b73a1c89a2916,-1,-1,-1,-1,-1,-1,-1,-1,-1
ec6e3631395cf95655c5279263e52fb59cf4776eb6f0f173a49cc751d01d78e2,-1,-1,-1,-1,-1,-1,-1,1369600,-1
1eea1b9c2c02150d42b0366bd71fd23fc3d5b910a2d11e0d6aef2ae2cfefe245,-1,-1,293312,725952,713664,750016,725952,5582784,1115072
596ccb7fc378820c75d5abe79b7bec20ad4614c610a9e65897a429e96774fe5c,-1,-1,192512,667648,696320,765952,757760,6168576,942080
7a7cc082d9d5cfcc96c5445e821f9a9f749652fcc7532c27ea71ae7ac1a2d726,-1,-1,-1,-1,563200,-1,-1,-1,1114624
65605273332ca0b6c8ce6dfce662a8a870a1df34eafd97629072ffcc1f435582,-1,-1,-1,752128,752128,670208,752128,6187520,1113088
d04d2a0c77a18498539937fd2ad9e29722000bd9345d625a414cf16e33a8d549,-1,-1,-1,-1,-1,-1,-1,-1,-1
efc19b0446ebfdc9e7f13c84585372e9442e89fb96b5c47646e45f90708dba60,-1,4096,292864,611840,745472,728064,750592,6185984,1114624
eb0325bbf86e959287e171fbe1c7ad98aad52f765c052adf0569a638fb0b685c,-1,4096,252928,617984,675328,424960,549376,6184960,1112576
3c12d20b648b26ecd4e9cf361db877c34d5b6d5bdbfba412a27fc2214bdfb9e6,-1,-1,293304,725944,744888,745400,748472,6122424,1115064
f0776d9e677db869ecaa24411c38ceda2b230b6532612acf31ea261dac501f29,-1,-1,-1,749568,765952,741376,745472,6205440,1126400
b8ddb9d2fb69e166cb96264788d2bd3324014eb71e86befb8f24622bcf271bd8,-1,-1,246784,722432,749568,689152,653824,3999744,1001984
b5bab66a6c7815ee4094924d278d1023891b48f49838dd666f16d8a0ce693142,-1,-1,193024,519680,617984,716800,749568,5708800,1114624
e85065b8b3fba624c92e32bed8e510531b885c52fde6a3e01600d1846084c743,-1,-1,294400,740352,690688,649728,737280,6189056,1047040
0797c35f1434a48c9d7f5bf1ec3aa0b997b5468c78c918da3a8f13666522828f,-1,-1,292864,723968,750592,718336,750592,6185984,1114624
994e0c3c9e708369f97f55d6ce30890d56e88eb1cb9409b84ade6969957979c0,-1,-1,303104,507904,671744,765952,737280,6127616,966656
6673aaac50c2e06b170e3faf3ca2d48d5210a140fc033f7b31b8cde4c3a3f783,-1,-1,131584,721408,709120,626688,720896,6042112,1114624
bba3136f86a62e948d9326467b873d30a1e719aa058f266d425dcbcb0876f0a2,-1,-1,303104,692224,724992,757760,745472,5476352,1089536
584091954f6724cf6e5fcb09753702655e1b3a189a82eb3827107416ba2e92ff,-1,-1,292864,681984,750592,739840,750592,5145088,1077760
3ce9e45694dee14b15db99e6570cc461aca093d91798353f68d24e797e3a0b64,-1,-1,262144,716800,761856,659456,720896,6066176,929792
f14add031333a7a797bef4184dacb7810c22b4b12ba543a8f31f46822e5e937c,200,-1,200704,741376,700416,765952,765952,6205440,1126400
6d5f534ce0cfe3b7c2dd72adadb2c564b944e73b8499f9c19f84170d59db996a,-1,-1,292864,749568,724992,732160,737792,4363264,1114624
7d37b5768244d972e82cb7fd5679d02f75aa44b99cc9357af65fd7ee792ba81a,-1,-1,303104,618496,655360,647168,765952,6012928,937984
62d09eb74a5b2c46669fb43ca40cfd9b4d1ea49b140c3c7a2521fb748af97b8d,-1,-1,-1,722944,750080,719872,-1,5902336,1112576
51b901ec05b895e9bb96fee14896d9b92d3c832a89d34c8909359fa3b1b32189,-1,-1,292864,703488,749568,732672,707072,5993472,1114624
83665d979bd730346ab66940f0098ffe8126602e27eae0777e2c78b4a866bc6f,-1,-1,303104,626688,651264,679936,655360,6205440,1126400
b176c61bc55873ee93e4904855923f3a49447a3434f7c5561b4afd01a7c035dd,-1,-1,266240,761856,729088,659456,757760,5652480,1114112
1a08714bf2cd4ace7ac85ac8b6d3d1abeb91224026dbcc2ade53b8744f517a07,-1,-1,292864,749568,459264,744960,724480,6184960,1042432
8168c5d68eb6ba8f23cf13c695bf9fe70ffe5614f7bbc22acc309ae33ca7bd99,-1,-1,279552,716800,748544,623104,750080,6185472,1114624
56d057e380f0b8b45c12b9301d0cdc5154e979bc6641013999e621938efa0039,-1,-1,288768,587264,722944,727040,748032,3114496,1037312
506fe95492a8aa430104841c598f7b06bb6950306aaf3f488c9bb93a6876752a,-1,-1,303104,741376,761856,761856,684032,6029312,933888
7666e93fff9c327069b71280281ff6d6ac5c1afaad9bcbecb90a47e935bd7985,-1,-1,292864,715264,708608,744960,709632,4753408,1114624
c2da1f45d108f0d35c6b51e9113e0f0a470a34dd8af2a1582859a87ecc11e75c,256,-1,292864,702976,690688,712192,735232,4771328,1114624
db9d659702e52d6b7f75546fd2df04b5a73629729da9139ae3586d6aafa52eb6,-1,-1,138190,614862,740814,736718,726478,6059982,1115598
cbbebeeeedb81cf2bfccba4904c7cb1eea8516af00c4b634587f2b7386a0d984,-1,-1,163840,765952,729088,626688,749568,6135808,929792
43d406c8b49bf1d8c12ccb1b7a31a7df1761ed15a140477e10eb8b69aaba5a75,-1,-1,293308,717756,650172,662972,740796,5891004,851388
c9dc9791f6d16f5ef4e4736dc2f4a16391965856a38c15aead9ae9708190d853,-1,-1,172032,761856,692224,765952,765952,3125248,-1
532ac3d7661a12b3702d33e111f311750d712ba6c4e4e3047a7e64e72e2c8bcc,-1,-1,292864,747008,646656,723456,711168,6184960,1114624
8b9ca68d7e069c84696c45ba9a2e82cca795e9429055f95e0bdc84775ae75296,-1,-1,193024,711680,645632,671744,693248,6184960,1114624
d8e0d06a57ff3ab1f097e2d0f1e3696d5176c3a46ed975e2e02a3b21feec60b7,-1,4096,246784,358400,721408,749568,749568,5505024,1040896
bf441d3d28b515179777828023083c5fd6baf3f6730b2ced9610c678b5d1f225,-1,-1,292864,749568,656896,741376,734720,6136832,1113088
23f63b9d80525f119e5a54d0751ceaab808563448be2e6fd95348509d6792e05,-1,-1,253952,733184,737280,765952,729088,5951488,1118208
b2dedff6cdfb390ef3b8a34067955c950217e448600d09731183c38f76d4b66a,-1,-1,206272,750016,735168,722368,750016,5824448,1115072
641c9fc2d579062c1ffc1e15534701df109dd8b06c64eb1243faf8f75792c6bf,-1,-1,200704,647168,757760,757760,745472,6205440,1122304
d611cd9a8536b0c58515eef26491ae088d72c7c9012aecd4e4a4fea00af53395,-1,-1,278528,458752,724992,761856,696320,5939200,1126400
5e80fa1846bdec88bba1306594c273af93fe6abb74c4077dde4a80790f1c3fe9,-1,4096,259446,732022,740726,749430,738678,6188406,1115510
0a1af5d752fd10158790c99dc5a4730e252a9ab8bc0a2e4a51963a79a27b731a,-1,-1,282624,765952,720896,720896,724992,6205440,856064
534832c08e759a706ff5f90d0b1b97c405a7d5bb5d4d5c09f6bc3448bc70af3c,-1,-1,212992,765952,765952,753664,765952,6033408,933888
1166bcec15bec1020d357a1c5cad80113d502abf18fb39500e337c1c7440388c,-1,-1,263168,739840,606720,749568,749568,5903872,1114624
dd0f0633d9053606de7be7b7cc577a68019f1b9d097de95fe705361b6668ac2d,128,-1,149504,754688,710144,738816,754688,-1,1117184
0e18790febf9cff3e480604fd10a2f4546f30c5fdc13585b28078260115915c4,-1,-1,252416,474624,749568,749568,652800,6184960,1041408
f26c0cb5125837f90cdf6ededb36025b9eec9afcc1db77046c23283b4a470287,-1,-1,292864,703488,749568,546304,749568,6184960,1114624
9cb57f7947e6a49fdd72e3f9a7b40dca5cedbcab934cb58bcd09d2bf2fcb8462,216,4096,303104,303104,385024,765952,765952,6205440,1126400
09d59329858f4db9b7cb88da7ff09a05d572e2a43f651bcd229f0df7998afb65,248,4096,200704,761856,712704,745472,745472,3182592,1126400
89a23be1eb1a36db42d1edf76791bdecb726d43703b146910efdd6d8fbbfd354,-1,-1,199616,750016,750016,750016,750016,5884352,1004480
80cb7a7b7f8d575d0070f16006079563039c52f949132a0465cc1ad9d195ded3,-1,4096,266240,722432,745472,733696,749568,5280256,-1
d906e05a714a9d9dad6f2dfb6341af9c570417bbcc62016351488a540bece681,-1,-1,288258,529410,-1,750594,750594,6077442,1009666
58ca9ff65675e3314e6e7f8b58d5ed8a905b202dda04238a6ce92bb4c7fd6274,-1,-1,262144,716800,761856,716800,761856,6201344,1032192
aa948b882b25068081fef9ead140b89a06fc11e9dac570e48a3718b74ae561f8,128,-1,265216,749568,744960,749568,749568,1409536,923136
00e90be3346b8802c63ed1df7124c4b56dbf12b7819a8d5a37a63486b2de5717,-1,-1,274432,765952,679936,737280,765952,4026368,974848
62c814d3630580c8ec002d984a54d4a4f46ad5091cb5121ea79086e692472075,-1,-1,252864,689088,724416,716224,720320,6118848,1115072
d1dc52d0560885ec3f2466c468b91d6c9ddfe9c665991e9913d147ca485f4757,-1,-1,251392,739328,749568,630784,-1,5692928,1114624
9801370f5d32eaddd03f0d7117867e41e16b14b6152989c481ee03f053c4e4e3,-1,-1,149504,754688,749568,723456,754688,6190080,1117184
2873b8568fd7e96d301570b681c7144b2af96cdb30897e58e63516078ec4f666,-1,-1,303104,745472,737280,512000,753664,5083136,995328
2af4349c7310333daa1fb233a4988ae300d5b2c611cc07eb1831dce30521a712,-1,-1,285696,586752,15360,746496,667136,6184960,1114624
4825009b163089931a0ea8274bdddfb73949ba7d445c81ab7b569d9ff9e5a3e6,-1,-1,290816,737280,765952,749568,671744,6205440,954368
da4bc3a82f0a8959974463a929b4017396f3843ac675dc9a9eb7500ad1aede68,-1,-1,288718,749006,722382,753102,753102,6165966,1115598
0a356c30666673843f10d08e99c237115ca4ef1be983488c9a113948c72c0e06,-1,4096,292864,659968,708096,648192,707584,6184960,1112576
03978943dbdf2cb18106d41838e1280629c54a4b9ca11312f81646839a47682d,-1,-1,253368,746424,742840,461752,750008,5315512,1065400
3297bbe9a0a63209dbe60ca9d9a325f1c099c860400ca1e8bf115d73c2aaf6cc,-1,-1,241088,734656,725952,726976,651712,6024640,923584
53f757a73c27dab0c172029866333956ce5ed8b30c4c6c1e982c6ba61e17281c,-1,-1,200704,700416,430080,724992,737280,6160384,1048576
43de9f62e258f8ffb07d4c4d71ce21726d27a64eb2beb3cb8eb71e3232870cb7,-1,-1,299008,765952,749568,765952,765952,6135808,1126400
710b79655cc08fce016ebe7c438c77b28f9fb20e4519be20ae7621cb9d99eddc,-1,-1,-1,-1,-1,-1,-1,-1,-1
1d29f183a9009e6258beab3c83fbd9b57107dfcaee744dc1ea88444812cc090e,-1,-1,292864,745984,643072,750080,750080,6141952,1114624
de508db84b5ec9aab5b39a446984f9f65eafef5bd2c6355ee4a82a5f20bb3301,-1,-1,-1,749568,751104,738304,751104,5478400,1114624
52ecc4d32e3cf2568c74f6c06f8185e37f3c1453593731b39280dd928de0e348,-1,-1,275456,645120,424960,704512,742912,3610624,899072
bcb12ff9665884efa5036af343a5f5096e50aa365dbb0305d63f88d7cb8ee8c7,128,-1,-1,-1,-1,-1,-1,-1,-1
ffe6d994745100bf9774e44dada2b14a1b2489e5dbe11bc647b5e2e0f5276825,-1,-1,252416,565248,623104,677888,749568,6173184,896512
3e67e911764cefa17f9ed89e3a1c58e1800945c1e95570d5f45217ce33c386bb,-1,-1,303104,765952,749568,761856,749568,1130496,888832
4fbd60bad5d1b2087b8a1de5fa0afc9e8e7bc2569697f2bde0716fa035fe5695,-1,-1,-1,724992,757760,765952,741376,5275648,1126400
8e8faf4e799c85ddfe42d6e6958abb77f37cfbf633e29b4ce64005855320bd6e,-1,-1,187392,703488,704000,704512,742912,6184960,1064448
b3199676c21b0d936353a137a7c4407244df8a26eab15d26e7ec63757116bc15,-1,-1,292864,718848,722432,750080,716288,5874688,1114624
bff015a5dacd3a97017e773e8d8f6e2f26e5c6c1f12c7b642432bb3a6dbd4081,-1,-1,292864,726016,749568,640000,744448,6184960,1031168
6b14b2505edd884f6da89ae1bf1fbcf9fca593396387eca6c948c32ec9803c5b,-1,-1,-1,-1,-1,-1,-1,-1,-1
357c7f7b475fe33734a619c3cf7570953f6bed12f3f9e103b76e4f9eed518142,-1,-1,292864,656896,663552,714240,727552,3108352,921600
ea5577378e0ccfacaefa0ea58df31d18c59b52d4614992d82e705363af09d80c,-1,-1,303104,765952,765952,753664,765952,1126400,929792
ce5821d080c275c1af7a6dd21bab639ce8ace54c145dfd631505e5aad5e82bac,-1,-1,303104,765952,761856,761856,765952,6139904,1126400
bf17afca9af400ff3cbb9e3d92d4a4fd4c87e343db9a4199efa8d9e0b656a1f4,-1,-1,292864,715264,745472,730112,714240,5994496,1072640
6b65a3a655a69484d335d0193f10e88dfc8aa51513c59ef6aa2405fff360d359,-1,-1,-1,-1,-1,-1,-1,-1,-1
48f2ded24f2a83bbfdf1951f2493feeb1851fd1f72a7b0baee2bdefc01129a62,-1,-1,293312,745920,650688,750016,745408,1486272,1115072
5792f5b284c0287579704910557ca06b0c75bb04397d3e8007fcec1b20e2bd88,-1,-1,262144,614400,745472,647168,638976,6189056,1126400
5b8797dbc02e4019e1a9007b5f044a09f400aff50579eeb23b02b859524c457e,-1,-1,278528,740864,750080,750080,750080,6128128,1114624
6907bd0d60d191798684d5d94f8c85f83c4ed339fdbe5d7da5b4909321009a4b,232,-1,193024,719872,750592,720896,750592,-1,2048
